episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,641,4.931e+00,7.000e-01,1.100e+00,1.408e+00,1.676e+00,5.816e-01,1.288e-01,6.971e-01,9.000e+01,2.269e+00,9.000e-01,5.000e-01,1.676e+00,1.408e+00,7.637e-01,5.039e-01,4.087e-01,0.000e+00,2.00
200,200,1251,4.084e+00,9.000e-01,1.200e+00,1.781e+00,1.997e+00,7.112e-01,6.355e-01,4.341e-01,9.000e+01,9.163e-01,1.500e+00,1.100e+00,1.997e+00,1.781e+00,9.749e-01,4.355e-01,5.867e-01,0.000e+00,3.30
300,300,1887,1.583e+00,1.000e+00,1.100e+00,9.409e-01,5.575e-01,5.362e-01,1.564e-01,2.483e-01,8.000e+01,3.317e+00,8.000e-01,9.000e-01,5.575e-01,9.409e-01,3.209e-01,1.390e-01,9.763e-02,0.000e+00,2.60
400,400,2508,2.113e-02,8.000e-01,1.200e+00,8.805e-01,4.594e-01,4.365e-01,2.697e-01,1.742e-01,6.000e+01,1.979e+00,6.000e-01,1.300e+00,4.594e-01,8.805e-01,2.176e-01,1.624e-01,7.937e-02,0.000e+00,3.40
500,500,3151,1.911e-03,1.300e+00,1.700e+00,8.006e-01,5.987e-01,5.123e-01,1.746e-01,1.137e-01,5.000e+01,-3.019e-01,1.100e+00,1.900e+00,5.987e-01,8.006e-01,4.258e-01,7.329e-02,9.959e-02,0.000e+00,4.00
600,600,3797,2.992e+00,1.200e+00,1.000e+00,1.114e+00,6.223e-01,8.972e-01,9.304e-02,1.239e-01,1.000e+02,4.108e+00,6.000e-01,1.400e+00,6.223e-01,1.114e+00,4.499e-01,7.223e-02,1.002e-01,0.000e+00,2.70
700,700,4426,-1.846e+00,1.300e+00,1.100e+00,1.127e+00,4.738e-01,9.598e-01,8.993e-02,7.755e-02,8.000e+01,5.646e+00,5.000e-01,1.900e+00,4.738e-01,1.127e+00,3.712e-01,5.663e-02,4.597e-02,0.000e+00,3.30
800,800,5038,2.089e+00,6.000e-01,1.700e+00,1.941e-01,1.505e+00,1.100e-01,4.514e-02,3.891e-02,8.000e+01,2.511e+00,1.100e+00,1.500e+00,1.505e+00,1.941e-01,1.356e+00,1.119e-01,3.696e-02,0.000e+00,3.00
900,900,5666,5.402e-01,9.000e-01,1.800e+00,7.687e-01,1.529e+00,6.803e-01,1.881e-02,6.966e-02,7.000e+01,2.960e+00,7.000e-01,1.400e+00,1.529e+00,7.687e-01,1.114e+00,2.211e-01,1.933e-01,0.000e+00,3.10
1000,1000,6283,1.521e+00,8.000e-01,1.900e+00,7.049e-01,2.284e+00,5.956e-01,5.468e-02,5.462e-02,5.000e+01,-6.212e-01,9.000e-01,8.000e-01,2.284e+00,7.049e-01,1.613e+00,5.458e-01,1.250e-01,0.000e+00,3.40
1100,1100,6905,9.031e-01,6.000e-01,2.300e+00,9.527e-01,3.050e+00,6.701e-01,8.777e-02,1.948e-01,7.000e+01,1.597e+00,1.000e+00,1.400e+00,3.050e+00,9.527e-01,1.857e+00,8.584e-01,3.342e-01,0.000e+00,3.50
1200,1200,7474,3.999e+00,7.000e-01,2.300e+00,1.459e+00,1.660e+00,1.029e+00,1.333e-01,2.965e-01,8.000e+01,7.011e-01,9.000e-01,1.400e+00,1.660e+00,1.459e+00,1.628e+00,2.411e-02,7.503e-03,0.000e+00,3.30
1300,1300,8097,3.684e+00,2.000e-01,2.300e+00,6.500e-01,1.566e+00,3.260e-01,1.089e-01,2.151e-01,8.000e+01,1.016e+00,9.000e-01,1.600e+00,1.566e+00,6.500e-01,1.557e+00,3.692e-03,5.438e-03,0.000e+00,2.90
1400,1400,8716,1.109e+00,6.000e-01,2.500e+00,2.408e+00,8.998e-01,1.025e+00,5.898e-01,7.939e-01,5.000e+01,-7.085e-01,2.000e-01,2.000e+00,8.998e-01,2.408e+00,3.974e-01,4.322e-01,7.020e-02,0.000e+00,3.80
1500,1500,9346,4.147e+00,3.000e-01,1.700e+00,7.344e-01,1.187e+00,5.155e-01,2.085e-01,1.034e-02,8.000e+01,8.527e-01,6.000e-01,1.000e+00,1.187e+00,7.344e-01,1.175e+00,1.179e-02,4.243e-04,0.000e+00,2.50
1600,1600,9975,2.796e+00,3.000e-01,2.300e+00,1.259e+00,2.063e+00,5.302e-01,4.329e-01,2.963e-01,7.000e+01,1.104e+00,9.000e-01,1.900e+00,2.063e+00,1.259e+00,1.782e+00,3.765e-03,2.774e-01,0.000e+00,3.10
1700,1700,10641,2.851e+00,2.000e-01,2.600e+00,9.066e-01,1.856e+00,3.542e-01,4.029e-01,1.495e-01,6.000e+01,4.893e-02,6.000e-01,1.700e+00,1.856e+00,9.066e-01,1.191e+00,2.655e-01,3.987e-01,0.000e+00,3.40
1800,1800,11307,2.635e+00,2.000e-01,2.900e+00,3.386e+00,3.051e+00,3.852e-01,1.477e+00,1.523e+00,5.000e+01,-2.035e+00,7.000e-01,2.400e+00,3.051e+00,3.386e+00,1.374e+00,5.960e-01,1.081e+00,0.000e+00,4.10
1900,1900,11930,4.150e+00,4.000e-01,2.300e+00,1.782e+00,2.331e+00,7.775e-01,1.994e-01,8.047e-01,8.000e+01,8.496e-01,8.000e-01,1.600e+00,2.331e+00,1.782e+00,1.582e+00,2.391e-03,7.467e-01,0.000e+00,2.80
2000,2000,12595,6.868e-01,3.000e-01,2.700e+00,2.205e+00,4.019e+00,5.911e-01,5.304e-01,1.084e+00,5.000e+01,5.132e-01,9.000e-01,2.100e+00,4.019e+00,2.205e+00,1.782e+00,1.983e-01,2.039e+00,0.000e+00,3.50
2100,2100,13259,3.117e+00,5.000e-01,1.700e+00,1.993e+00,1.376e+00,9.938e-01,7.588e-01,2.408e-01,8.000e+01,2.083e+00,6.000e-01,1.700e+00,1.376e+00,1.993e+00,1.186e+00,5.305e-03,1.846e-01,0.000e+00,2.80
2200,2200,13907,1.505e+00,5.000e-01,2.200e+00,1.381e+00,1.177e+00,9.631e-01,1.385e-02,4.044e-01,7.000e+01,2.695e+00,4.000e-01,2.500e+00,1.177e+00,1.381e+00,7.840e-01,1.359e-03,3.914e-01,0.000e+00,3.00
2300,2300,14572,3.196e+00,2.000e-01,2.600e+00,2.378e+00,2.582e+00,3.967e-01,8.262e-01,1.156e+00,6.000e+01,-6.963e-01,7.000e-01,2.100e+00,2.582e+00,2.378e+00,1.387e+00,1.721e-02,1.178e+00,0.000e+00,3.50
2400,2400,15214,3.635e+00,2.000e-01,2.300e+00,2.822e+00,2.587e+00,3.980e-01,1.382e+00,1.042e+00,7.000e+01,-2.346e-01,7.000e-01,2.400e+00,2.587e+00,2.822e+00,1.394e+00,6.466e-03,1.187e+00,0.000e+00,3.50
2500,2500,15862,4.699e+00,2.000e-01,2.600e+00,3.913e-01,1.392e+00,3.856e-01,2.322e-03,3.387e-03,9.000e+01,1.201e+00,7.000e-01,2.100e+00,1.392e+00,3.913e-01,1.391e+00,5.643e-04,1.051e-03,0.000e+00,3.00
2600,2600,16497,3.105e-01,8.000e-01,2.700e+00,3.734e+00,1.724e+00,1.577e+00,7.364e-01,1.421e+00,5.000e+01,1.895e-01,4.000e-01,2.900e+00,1.724e+00,3.734e+00,7.963e-01,1.199e-01,8.076e-01,0.000e+00,4.30
2700,2700,17157,1.495e+00,6.000e-01,2.800e+00,2.524e+00,9.282e-01,1.188e+00,8.225e-01,5.132e-01,7.000e+01,1.605e+00,3.000e-01,2.400e+00,9.282e-01,2.524e+00,5.986e-01,1.310e-01,1.985e-01,0.000e+00,4.00
2800,2800,17856,2.924e+00,1.000e-01,2.600e+00,1.929e+00,2.605e+00,1.995e-01,7.226e-01,1.007e+00,6.000e+01,2.761e-01,8.000e-01,1.900e+00,2.605e+00,1.929e+00,1.594e+00,2.369e-02,9.867e-01,0.000e+00,3.40
2900,2900,18494,2.146e+00,1.000e-01,3.300e+00,4.451e-01,9.988e-01,1.958e-01,1.961e-01,5.330e-02,4.000e+01,-1.146e+00,5.000e-01,2.700e+00,9.988e-01,4.451e-01,9.958e-01,2.787e-03,2.694e-04,0.000e+00,3.70
3000,3000,19143,2.503e+00,3.000e-01,3.100e+00,2.112e+00,3.209e+00,5.934e-01,2.000e-01,1.319e+00,5.000e+01,-3.025e-01,9.000e-01,2.000e+00,3.209e+00,2.112e+00,1.793e+00,2.662e-02,1.390e+00,0.000e+00,3.60
3100,3100,19760,2.220e+00,3.000e-01,2.200e+00,1.220e+00,1.799e+00,5.941e-01,2.915e-01,3.339e-01,7.000e+01,2.180e+00,5.000e-01,1.900e+00,1.799e+00,1.220e+00,9.951e-01,2.066e-01,5.976e-01,0.000e+00,2.90
3200,3200,20409,4.951e+00,1.000e-01,2.300e+00,1.748e+00,1.997e+00,1.977e-01,4.135e-01,1.137e+00,6.000e+01,-1.551e+00,7.000e-01,1.300e+00,1.997e+00,1.748e+00,1.396e+00,4.272e-03,5.970e-01,0.000e+00,2.70
3300,3300,21031,3.239e+00,4.000e-01,3.100e+00,1.742e+00,8.029e-01,7.992e-01,5.099e-01,4.332e-01,5.000e+01,-2.139e+00,4.000e-01,2.500e+00,8.029e-01,1.742e+00,7.949e-01,7.665e-03,3.430e-04,0.000e+00,4.00
3400,3400,21689,4.393e+00,4.000e-01,2.800e+00,5.687e+00,2.594e+00,7.982e-01,1.285e+00,3.604e+00,3.000e+01,-4.793e+00,5.000e-01,2.900e+00,2.594e+00,5.687e+00,9.969e-01,4.059e-03,1.593e+00,0.000e+00,3.90
3500,3500,22361,4.518e+00,1.000e-01,2.700e+00,6.165e-01,1.398e+00,1.992e-01,2.159e-01,2.014e-01,7.000e+01,-1.618e+00,7.000e-01,1.700e+00,1.398e+00,6.165e-01,1.395e+00,2.923e-03,2.742e-04,0.000e+00,3.30
3600,3600,23025,4.295e+00,2.000e-01,2.900e+00,7.974e-01,1.203e+00,3.971e-01,1.999e-01,2.004e-01,7.000e+01,-4.949e-01,6.000e-01,2.000e+00,1.203e+00,7.974e-01,1.196e+00,6.652e-03,2.208e-04,0.000e+00,3.40
3700,3700,23673,3.358e+00,4.000e-01,2.300e+00,1.262e+00,2.404e+00,7.992e-01,3.343e-02,4.292e-01,9.000e+01,2.642e+00,8.000e-01,1.600e+00,2.404e+00,1.262e+00,1.594e+00,2.120e-01,5.984e-01,0.000e+00,2.90
3800,3800,24310,5.722e+00,5.000e-01,1.700e+00,3.728e+00,1.006e+00,9.992e-01,9.927e-01,1.737e+00,8.000e+01,1.777e-01,5.000e-01,2.000e+00,1.006e+00,3.728e+00,9.973e-01,8.452e-03,4.555e-04,0.000e+00,2.70
3900,3900,24971,5.079e+00,3.000e-01,2.400e+00,2.581e+00,2.002e+00,5.998e-01,8.020e-01,1.179e+00,7.000e+01,-1.679e+00,7.000e-01,1.900e+00,2.002e+00,2.581e+00,1.396e+00,7.148e-03,5.989e-01,0.000e+00,3.20
4000,4000,25644,5.094e+00,2.000e-01,2.200e+00,2.192e+00,1.998e+00,3.990e-01,4.071e-01,1.386e+00,7.000e+01,-5.939e-01,7.000e-01,2.100e+00,1.998e+00,2.192e+00,1.398e+00,0.000e+00,5.999e-01,0.000e+00,2.80
4100,4100,26307,3.227e+00,2.000e-01,2.300e+00,2.423e+00,3.396e+00,3.998e-01,4.187e-01,1.604e+00,7.000e+01,1.573e+00,8.000e-01,1.900e+00,3.396e+00,2.423e+00,1.598e+00,1.695e-04,1.797e+00,0.000e+00,2.80
4200,4200,26937,3.535e+00,6.000e-01,1.900e+00,2.978e+00,7.430e-01,1.197e+00,5.912e-01,1.190e+00,8.000e+01,1.265e+00,3.000e-01,2.200e+00,7.430e-01,2.978e+00,5.976e-01,1.415e-01,3.865e-03,0.000e+00,2.90
4300,4300,27538,4.412e+00,2.000e-01,3.100e+00,2.419e+00,2.007e+00,3.993e-01,3.991e-01,1.620e+00,5.000e+01,-2.012e+00,6.000e-01,2.700e+00,2.007e+00,2.419e+00,1.199e+00,1.938e-03,8.063e-01,0.000e+00,3.50
4400,4400,28163,-1.550e+00,2.000e-01,4.300e+00,3.624e+00,4.674e+00,3.994e-01,6.141e-01,2.611e+00,1.000e+01,-9.504e-01,3.000e-01,3.800e+00,4.674e+00,3.624e+00,5.984e-01,1.318e+00,2.758e+00,0.000e+00,4.90
4500,4500,28794,4.893e+00,0.000e+00,2.800e+00,1.045e+00,1.153e+00,0.000e+00,2.375e-01,8.080e-01,6.000e+01,-1.393e+00,6.000e-01,2.200e+00,1.153e+00,1.045e+00,1.133e+00,1.917e-02,6.343e-06,0.000e+00,3.10
4600,4600,29461,7.782e+00,0.000e+00,2.700e+00,4.046e-01,2.022e+00,0.000e+00,2.032e-01,2.015e-01,1.000e+02,-3.823e-01,1.000e+00,1.400e+00,2.022e+00,4.046e-01,1.992e+00,3.058e-02,7.970e-06,0.000e+00,2.90
4700,4700,30128,4.549e+00,0.000e+00,4.000e+00,1.005e+00,1.256e+00,0.000e+00,2.018e-01,8.027e-01,6.000e+01,-1.749e+00,6.000e-01,3.100e+00,1.256e+00,1.005e+00,1.195e+00,6.077e-02,9.829e-05,0.000e+00,4.20
4800,4800,30769,2.862e+00,1.000e-01,3.400e+00,2.797e+00,2.535e+00,2.000e-01,1.001e+00,1.596e+00,5.000e+01,-1.262e+00,5.000e-01,3.000e+00,2.535e+00,2.797e+00,9.985e-01,7.686e-01,7.679e-01,0.000e+00,4.10
4900,4900,31402,3.855e+00,1.000e-01,3.900e+00,2.003e+00,2.148e+00,2.000e-01,3.986e-01,1.404e+00,6.000e+01,-9.551e-01,5.000e-01,2.700e+00,2.148e+00,2.003e+00,9.981e-01,9.544e-01,1.953e-01,0.000e+00,4.20
5000,5000,32051,3.410e+00,0.000e+00,3.000e+00,1.388e-02,1.704e+00,0.000e+00,6.272e-03,7.607e-03,6.000e+01,9.026e-02,6.000e-01,1.800e+00,1.704e+00,1.388e-02,1.197e+00,5.063e-01,3.732e-04,0.000e+00,3.10
5100,5100,32710,4.613e+00,3.000e-01,2.100e+00,3.410e+00,1.796e+00,5.998e-01,4.069e-01,2.403e+00,6.000e+01,-7.134e-01,6.000e-01,2.000e+00,1.796e+00,3.410e+00,1.199e+00,1.913e-01,4.062e-01,0.000e+00,2.70
5200,5200,33361,3.449e+00,0.000e+00,3.100e+00,1.009e+00,1.660e+00,0.000e+00,2.049e-01,8.042e-01,5.000e+01,-8.489e-01,5.000e-01,2.200e+00,1.660e+00,1.009e+00,9.992e-01,6.592e-01,1.806e-03,0.000e+00,3.30
5300,5300,33960,5.267e+00,3.000e-01,2.500e+00,3.425e+00,1.758e+00,5.987e-01,6.260e-01,2.200e+00,6.000e+01,-2.367e+00,6.000e-01,2.200e+00,1.758e+00,3.425e+00,1.198e+00,3.755e-01,1.846e-01,0.000e+00,3.20
5400,5400,34627,7.227e+00,0.000e+00,2.900e+00,4.397e+00,1.370e+00,0.000e+00,1.197e+00,3.200e+00,5.000e+01,-4.427e+00,6.000e-01,2.800e+00,1.370e+00,4.397e+00,1.161e+00,8.102e-02,1.281e-01,0.000e+00,3.50
